src/io/textb.txt,Q,4,127,4800
src/io/textb.txt,Q,3,9901,90
src/io/textb.txt,Q,3,1104,1101
src/io/textb.txt,Q,3,2081,456
src/io/textb.txt,Q,3,3058,120
src/io/textb.txt,Q,4,4035,30
src/io/textb.txt,Q,4,5012,90
src/io/textb.txt,Q,6,5989,90
src/io/textb.txt,Q,4,6966,334
src/io/textb.txt,Q,5,7943,30
src/io/textb.txt,Q,6,8920,60
